transition_id,transition_date,from_sku,to_sku,from_package_size,to_package_size,worker_skill,crew_size,days_since_last_clean,equipment_condition,shift,day_of_week,setup_time,labor_cost,material_loss,wash_cost,packaging_time,downtime,sequence_violation_ref
TR-0049,2026-03-18,SKU-WHITE-001,SKU-BLUE-001,18L,4L,0.3,3,7,0.7,night,2,26.63,108231.24,3.072,77469.21,13.99,17.67,0
TR-0052,2026-02-15,SKU-WHITE-001,SKU-RED-001,4L,4L,0.3,5,7,0.7,night,6,28.07,110739.93,3.4029,71306.19,2.47,13.31,0
TR-0053,2025-12-24,SKU-WHITE-001,SKU-RED-001,4L,1L,0.3,3,1,0.3,day,2,36.68,96248.82,4.4162,94553.56,16.61,24.54,0
TR-0054,2026-01-12,SKU-WHITE-001,SKU-RED-001,4L,4L,0.9,3,3,1.0,day,0,3.01,39309.17,1.1951,40538.07,5.36,8.12,0
TR-0055,2025-12-13,SKU-WHITE-001,SKU-RED-001,4L,4L,0.9,4,7,0.3,night,5,15.74,66090.9,4.6054,123228.69,4.18,24.23,0
TR-0056,2025-11-11,SKU-WHITE-001,SKU-RED-001,18L,4L,0.9,4,0,0.3,day,1,23.03,32317.4,4.3949,81346.46,17.99,24.19,0
TR-0057,2026-01-08,SKU-WHITE-001,SKU-RED-001,4L,4L,0.3,5,7,0.7,day,3,25.47,107884.7,2.2826,82889.32,2.99,15.78,0
TR-0058,2026-01-22,SKU-WHITE-001,SKU-RED-001,4L,18L,0.6,5,7,0.7,night,3,18.17,79230.71,3.083,77169.87,12.64,20.15,0
TR-0060,2025-12-04,SKU-WHITE-001,SKU-RED-001,18L,4L,0.9,5,0,0.3,day,3,16.84,57961.35,4.7564,79423.34,15.61,27.99,0
TR-0061,2025-11-30,SKU-WHITE-001,SKU-GREEN-001,4L,1L,0.3,5,3,1.0,night,6,9.03,101696.17,1.6576,38618.21,15.8,9.43,0
TR-0062,2026-04-03,SKU-WHITE-001,SKU-GREEN-001,4L,18L,0.3,4,7,0.7,night,4,22.05,107204.54,3.1805,74940.94,17.32,14.68,0
TR-0063,2025-12-09,SKU-WHITE-001,SKU-GREEN-001,4L,4L,0.6,5,7,0.7,day,1,17.95,60319.37,3.1962,78178.9,3.52,15.63,0
TR-0064,2026-03-02,SKU-WHITE-001,SKU-GREEN-001,4L,18L,0.6,3,7,0.3,day,0,20.74,83128.43,3.9539,123455.86,12.73,24.0,0
TR-0065,2026-02-25,SKU-WHITE-001,SKU-GREEN-001,1L,1L,0.9,3,0,0.7,night,2,8.07,45999.01,2.3261,56922.2,7.38,11.53,0
TR-0067,2026-02-22,SKU-WHITE-001,SKU-GREEN-001,1L,1L,0.3,2,3,0.3,night,6,30.99,110700.54,4.709,102329.73,4.48,21.95,0
TR-0069,2026-01-13,SKU-WHITE-001,SKU-GREEN-001,4L,1L,0.6,4,3,1.0,night,1,7.79,72916.59,2.691,30571.7,15.57,7.64,0
TR-0070,2026-02-06,SKU-WHITE-001,SKU-GREEN-001,4L,4L,0.9,4,0,1.0,night,4,5.41,50011.07,1.1441,35183.41,7.6,9.23,0
TR-0072,2026-04-10,SKU-WHITE-001,SKU-BROWN-001,4L,1L,0.6,2,3,1.0,day,4,12.2,77321.3,1.6536,43907.57,16.68,11.44,0
TR-0073,2026-02-02,SKU-WHITE-001,SKU-BROWN-001,4L,18L,0.3,4,7,0.7,night,0,24.65,130608.99,3.449,86430.94,15.46,19.77,0
TR-0075,2026-04-13,SKU-WHITE-001,SKU-BROWN-001,18L,1L,0.3,5,0,1.0,night,0,15.27,132427.88,2.0563,31804.39,16.43,8.69,0
TR-0076,2026-02-13,SKU-WHITE-001,SKU-BROWN-001,1L,1L,0.3,4,7,0.3,day,4,37.32,97306.23,5.246,150325.41,7.93,25.43,0
TR-0077,2026-03-19,SKU-WHITE-001,SKU-BROWN-001,4L,4L,0.3,5,0,0.7,night,3,25.77,116627.83,3.0246,57286.5,3.62,17.3,0
TR-0078,2026-02-01,SKU-WHITE-001,SKU-BROWN-001,1L,4L,0.9,4,0,0.7,night,6,12.33,64430.23,2.9503,61171.99,13.51,14.35,0
TR-0079,2026-04-02,SKU-WHITE-001,SKU-BROWN-001,18L,1L,0.6,3,1,1.0,day,3,14.72,78884.09,2.0417,39844.54,16.22,8.3,0
TR-0080,2025-12-08,SKU-WHITE-001,SKU-BROWN-001,4L,4L,0.6,3,1,1.0,night,0,10.51,91851.71,1.7213,33986.24,2.78,12.34,0
TR-0082,2026-04-07,SKU-WHITE-001,SKU-DGRAY-001,1L,4L,0.9,4,7,1.0,day,1,10.26,43475.35,2.2247,57041.31,10.62,10.27,0
TR-0083,2025-11-19,SKU-WHITE-001,SKU-DGRAY-001,18L,1L,0.3,2,1,0.7,night,2,21.81,120176.88,3.772,71116.98,11.79,19.01,0
TR-0084,2025-11-30,SKU-WHITE-001,SKU-DGRAY-001,18L,4L,0.9,3,7,0.7,day,6,7.57,42993.35,3.7183,100927.02,14.34,19.1,0
TR-0085,2026-01-05,SKU-WHITE-001,SKU-DGRAY-001,1L,1L,0.6,2,0,0.3,day,0,24.7,77157.64,5.5037,100228.99,9.66,29.34,0
TR-0086,2026-03-24,SKU-WHITE-001,SKU-DGRAY-001,1L,1L,0.6,5,0,0.7,night,1,16.24,94828.99,3.8567,66872.75,5.15,18.44,0
TR-0088,2026-01-26,SKU-WHITE-001,SKU-DGRAY-001,1L,1L,0.3,5,0,0.3,day,0,42.03,100533.59,5.6215,100151.59,5.95,28.94,0
TR-0089,2026-01-23,SKU-WHITE-001,SKU-DGRAY-001,4L,4L,0.3,2,1,0.3,day,4,37.84,101952.15,5.0957,101005.19,3.51,28.07,0
TR-0090,2026-03-12,SKU-WHITE-001,SKU-DGRAY-001,1L,4L,0.6,5,3,0.3,day,3,25.99,86868.1,5.4023,124167.88,15.26,28.55,0
TR-0091,2026-01-05,SKU-WHITE-001,SKU-BLACK-001,1L,1L,0.6,5,1,0.3,night,0,31.54,90348.77,6.2193,122816.89,3.78,33.5,0
TR-0092,2025-11-11,SKU-WHITE-001,SKU-BLACK-001,4L,4L,0.3,4,7,1.0,night,1,15.53,136470.89,2.3608,59863.65,3.37,14.81,0
TR-0093,2026-04-08,SKU-WHITE-001,SKU-BLACK-001,4L,4L,0.6,2,7,0.3,day,2,30.87,102440.94,6.6677,180452.85,4.96,30.48,0
TR-0094,2025-12-14,SKU-WHITE-001,SKU-BLACK-001,1L,4L,0.9,3,3,0.7,day,6,14.43,62334.2,4.4453,93075.29,15.19,17.39,0
TR-0096,2026-03-10,SKU-WHITE-001,SKU-BLACK-001,1L,4L,0.3,2,3,0.7,day,1,23.49,126659.58,4.2765,79414.78,13.03,22.05,0
TR-0097,2025-11-11,SKU-WHITE-001,SKU-BLACK-001,4L,18L,0.9,3,3,1.0,night,1,0.61,53717.65,2.4875,51475.95,17.97,6.75,0
TR-0098,2025-11-22,SKU-WHITE-001,SKU-BLACK-001,4L,1L,0.3,5,7,1.0,day,5,11.92,107105.93,2.6565,73333.94,14.72,11.01,0
TR-0099,2026-04-11,SKU-WHITE-001,SKU-BLACK-001,4L,1L,0.3,5,3,0.7,day,5,26.58,122280.25,4.2761,95996.5,18.03,19.68,0
TR-0101,2026-04-15,SKU-WHITE-001,SKU-METAL-001,4L,4L,0.3,4,3,0.3,day,2,34.17,116366.59,6.3545,108082.74,5.94,25.03,0
TR-0104,2025-12-20,SKU-WHITE-001,SKU-METAL-001,1L,18L,0.6,5,3,0.7,night,5,23.04,90392.17,3.0647,62293.9,15.0,17.91,0
TR-0105,2026-02-04,SKU-WHITE-001,SKU-METAL-001,4L,1L,0.9,2,3,0.3,day,2,17.55,56758.97,5.3172,111681.0,16.34,23.18,0
TR-0106,2026-02-24,SKU-WHITE-001,SKU-METAL-001,18L,18L,0.6,2,7,1.0,night,1,10.94,87658.0,1.8908,62247.95,8.47,6.99,0
TR-0107,2026-04-16,SKU-WHITE-001,SKU-METAL-001,1L,1L,0.3,4,7,1.0,day,3,13.63,90179.8,1.4076,40557.95,6.38,8.77,0
TR-0108,2025-12-09,SKU-WHITE-001,SKU-METAL-001,4L,4L,0.9,5,0,0.7,day,1,11.46,39147.87,3.4774,53284.0,4.07,15.31,0
TR-0109,2026-03-08,SKU-WHITE-001,SKU-METAL-001,4L,1L,0.9,3,1,0.7,night,6,14.56,54687.04,3.137,55989.85,13.8,12.93,0
TR-0110,2026-02-01,SKU-WHITE-001,SKU-METAL-001,1L,4L,0.9,2,7,0.7,day,6,6.2,51566.8,3.2743,70206.66,15.44,13.26,0
TR-0112,2026-04-11,SKU-WHITE-001,SKU-SPECIAL-001,1L,1L,0.9,5,0,0.7,day,5,12.43,65978.23,2.9817,47946.46,0.0,13.28,0
TR-0113,2026-03-20,SKU-WHITE-001,SKU-SPECIAL-001,4L,1L,0.9,3,3,0.7,day,4,12.29,53437.2,3.0026,54975.9,17.53,11.75,0
TR-0114,2026-02-07,SKU-WHITE-001,SKU-SPECIAL-001,1L,1L,0.9,5,3,1.0,night,5,7.53,64757.13,1.7939,25685.88,6.1,5.66,0
TR-0115,2026-01-22,SKU-WHITE-001,SKU-SPECIAL-001,1L,1L,0.6,4,7,1.0,night,3,10.63,70616.86,1.7576,46623.46,7.35,6.46,0
TR-0116,2026-02-20,SKU-WHITE-001,SKU-SPECIAL-001,1L,18L,0.3,2,7,0.7,day,4,22.59,85117.79,2.4728,72571.14,15.73,14.02,0
TR-0117,2026-04-15,SKU-WHITE-001,SKU-SPECIAL-001,1L,1L,0.9,2,1,1.0,night,2,8.75,56058.14,1.2095,27506.13,3.02,7.55,0
TR-0118,2026-04-16,SKU-WHITE-001,SKU-SPECIAL-001,1L,18L,0.3,3,7,1.0,night,3,13.29,112350.13,1.1376,40639.03,15.61,10.6,0
TR-0119,2026-04-27,SKU-WHITE-001,SKU-SPECIAL-001,18L,4L,0.3,3,0,0.7,day,0,23.62,106312.82,3.038,43813.92,15.99,12.41,0
TR-0121,2025-11-07,SKU-IVORY-001,SKU-WHITE-001,1L,4L,0.6,3,0,0.3,night,4,9.05,49805.24,1.8012,39943.22,12.8,13.51,0
TR-0122,2025-12-03,SKU-IVORY-001,SKU-WHITE-001,18L,4L,0.6,5,3,0.3,day,2,13.05,34296.73,1.7491,41036.16,16.18,9.99,0
TR-0123,2026-01-17,SKU-IVORY-001,SKU-WHITE-001,1L,1L,0.9,3,3,1.0,night,5,4.41,31949.13,0.3552,12743.36,6.2,5.6,0
TR-0126,2026-04-26,SKU-IVORY-001,SKU-WHITE-001,1L,4L,0.6,5,1,0.7,day,6,6.36,48825.46,0.5272,31544.22,16.05,7.54,0
TR-0127,2026-02-03,SKU-IVORY-001,SKU-WHITE-001,4L,1L,0.3,5,0,0.7,night,1,10.94,75310.89,1.406,24656.18,13.87,6.7,0
TR-0128,2025-12-11,SKU-IVORY-001,SKU-WHITE-001,18L,18L,0.9,4,1,0.3,night,3,11.94,45442.91,1.5176,37874.0,6.69,13.17,0
TR-0129,2026-02-26,SKU-IVORY-001,SKU-WHITE-001,18L,1L,0.6,2,0,0.7,night,3,3.47,54889.67,0.9025,16868.02,15.95,7.75,0
TR-0130,2025-12-05,SKU-IVORY-001,SKU-WHITE-001,18L,4L,0.6,4,0,0.7,day,4,6.41,47446.53,1.0815,20993.91,11.6,7.61,0
TR-0132,2026-02-11,SKU-IVORY-001,SKU-IVORY-001,4L,1L,0.3,4,7,1.0,night,2,8.56,80823.38,0.9345,20992.93,14.17,5.02,0
TR-0133,2026-04-07,SKU-IVORY-001,SKU-IVORY-001,4L,1L,0.6,5,3,0.7,day,1,3.26,55506.82,0.65,22868.32,15.93,2.52,0
TR-0134,2026-04-26,SKU-IVORY-001,SKU-IVORY-001,4L,4L,0.6,3,0,1.0,night,6,5.62,40545.64,0.0068,14181.29,6.81,5.62,0
TR-0135,2025-11-09,SKU-IVORY-001,SKU-IVORY-001,4L,4L,0.3,2,7,0.7,night,6,11.07,57316.2,0.9766,28075.41,8.57,3.65,0
TR-0136,2025-11-16,SKU-IVORY-001,SKU-IVORY-001,4L,4L,0.9,4,7,1.0,night,6,1.68,40735.51,0.2559,15319.5,2.9,5.93,0
TR-0137,2026-04-24,SKU-IVORY-001,SKU-IVORY-001,4L,4L,0.9,5,1,0.3,night,4,4.6,41127.33,1.0573,22486.24,4.67,10.12,0
TR-0138,2026-04-30,SKU-IVORY-001,SKU-IVORY-001,4L,4L,0.9,4,3,0.3,night,3,8.98,26745.93,1.5271,24229.04,5.36,9.27,0
TR-0140,2026-04-21,SKU-IVORY-001,SKU-IVORY-001,18L,1L,0.3,2,0,0.7,night,1,8.12,69106.1,0.6697,11746.44,10.63,4.17,0
TR-0141,2026-02-13,SKU-IVORY-001,SKU-LGRAY-001,4L,18L,0.6,5,1,0.7,night,4,7.96,59324.96,0.6869,25895.15,15.37,10.96,0
TR-0142,2025-11-10,SKU-IVORY-001,SKU-LGRAY-001,18L,1L,0.3,2,7,0.7,day,0,18.0,81833.72,0.8449,29981.91,17.59,7.85,0
TR-0143,2025-11-28,SKU-IVORY-001,SKU-LGRAY-001,18L,1L,0.6,5,1,1.0,night,4,3.9,51664.63,1.0651,22825.88,13.1,1.84,0
TR-0145,2026-01-22,SKU-IVORY-001,SKU-LGRAY-001,18L,1L,0.6,3,7,0.7,night,3,6.65,69580.32,1.1514,42531.46,14.75,7.03,0
TR-0146,2025-12-01,SKU-IVORY-001,SKU-LGRAY-001,4L,1L,0.9,4,0,1.0,night,0,1.69,47438.96,0.5494,15411.98,9.24,6.07,0
TR-0147,2026-02-04,SKU-IVORY-001,SKU-LGRAY-001,4L,4L,0.6,3,1,1.0,day,2,1.05,38862.37,1.1512,12846.04,7.86,6.84,0
TR-0149,2026-02-15,SKU-IVORY-001,SKU-LGRAY-001,4L,1L,0.6,4,0,0.7,night,6,10.2,55813.28,1.0768,14835.52,14.59,8.3,0
TR-0150,2025-11-16,SKU-IVORY-001,SKU-LGRAY-001,18L,1L,0.6,2,3,0.7,day,6,8.8,61820.69,1.0613,19316.78,9.48,10.72,0
TR-0151,2026-02-06,SKU-IVORY-001,SKU-GRAY-001,4L,18L,0.6,5,0,1.0,day,4,5.26,65514.62,1.4555,17000.88,11.83,5.82,0
TR-0152,2025-12-28,SKU-IVORY-001,SKU-GRAY-001,18L,4L,0.6,5,7,1.0,night,6,7.85,66730.13,1.3183,29070.79,17.97,5.17,0
TR-0153,2025-11-29,SKU-IVORY-001,SKU-GRAY-001,1L,4L,0.9,2,1,0.3,day,5,13.17,30609.95,2.8104,62550.04,18.13,18.59,0
TR-0155,2026-03-14,SKU-IVORY-001,SKU-GRAY-001,1L,1L,0.3,3,7,1.0,night,5,11.76,88971.06,0.8897,33782.02,1.95,5.93,0
TR-0156,2026-02-13,SKU-IVORY-001,SKU-GRAY-001,1L,1L,0.9,5,1,0.3,night,4,13.59,44237.8,3.1038,59597.56,3.23,18.68,0
TR-0157,2026-03-16,SKU-IVORY-001,SKU-GRAY-001,1L,1L,0.3,4,0,0.7,night,0,19.99,96150.81,2.1808,40806.89,3.75,8.79,0
TR-0158,2025-11-19,SKU-IVORY-001,SKU-GRAY-001,1L,4L,0.9,3,7,0.3,night,2,10.39,48154.43,3.2692,99573.58,14.82,14.29,0
TR-0160,2026-03-08,SKU-IVORY-001,SKU-GRAY-001,4L,18L,0.9,5,3,0.3,night,6,12.19,55562.41,2.7081,72339.61,17.53,17.86,0
TR-0161,2026-03-30,SKU-IVORY-001,SKU-BLUE-001,4L,4L,0.3,3,3,0.3,night,0,27.0,83906.35,3.515,80245.68,3.22,22.69,0
TR-0162,2026-03-06,SKU-IVORY-001,SKU-BLUE-001,18L,4L,0.6,5,1,1.0,night,4,10.25,58793.57,1.4091,32896.43,12.23,6.45,0
TR-0163,2025-11-16,SKU-IVORY-001,SKU-BLUE-001,4L,18L,0.3,2,0,0.7,day,6,19.68,88511.74,2.3408,38968.36,13.07,12.53,0
TR-0164,2026-04-08,SKU-IVORY-001,SKU-BLUE-001,4L,18L,0.6,5,0,0.3,night,2,25.45,73178.41,4.5564,66456.71,18.64,20.19,0
TR-0165,2026-04-22,SKU-IVORY-001,SKU-BLUE-001,4L,18L,0.3,2,0,1.0,day,2,10.8,88686.29,1.6406,30942.25,15.23,6.42,0
TR-0166,2026-02-12,SKU-IVORY-001,SKU-BLUE-001,4L,1L,0.9,3,3,1.0,day,3,1.91,44613.37,1.2273,21630.35,13.16,8.95,0
TR-0167,2025-11-15,SKU-IVORY-001,SKU-BLUE-001,4L,4L,0.3,5,7,1.0,night,5,5.13,110217.16,1.5674,33468.08,6.33,7.56,0
TR-0169,2026-02-10,SKU-IVORY-001,SKU-BLUE-001,18L,1L,0.9,3,7,1.0,night,1,1.61,54139.09,0.9161,42909.83,17.91,8.77,0
TR-0171,2025-12-18,SKU-IVORY-001,SKU-RED-001,4L,4L,0.3,4,1,1.0,day,3,12.79,89695.49,1.067,29074.52,4.89,5.86,0
TR-0172,2025-11-28,SKU-IVORY-001,SKU-RED-001,1L,18L,0.6,4,3,0.3,day,4,25.98,60319.15,3.944,90064.49,15.69,21.42,0
TR-0173,2026-03-22,SKU-IVORY-001,SKU-RED-001,1L,4L,0.6,5,0,0.7,night,6,13.84,93816.86,2.211,46163.17,17.58,12.94,0
TR-0174,2025-12-14,SKU-IVORY-001,SKU-RED-001,4L,1L,0.6,4,3,0.7,day,6,17.76,61202.29,2.7542,57619.37,16.35,14.01,0
TR-0177,2026-03-28,SKU-IVORY-001,SKU-RED-001,4L,1L,0.6,5,3,0.3,day,5,20.11,65093.54,3.7252,83856.98,17.13,20.25,0
TR-0178,2025-12-24,SKU-IVORY-001,SKU-RED-001,4L,1L,0.9,2,7,1.0,night,2,7.27,53052.01,1.6536,43194.32,13.28,8.5,0
TR-0179,2026-02-23,SKU-IVORY-001,SKU-RED-001,18L,4L,0.6,5,0,0.7,day,0,16.56,66835.57,2.4344,47196.05,13.04,11.63,0
TR-0180,2026-04-15,SKU-IVORY-001,SKU-RED-001,4L,1L,0.6,5,0,0.3,day,2,23.07,58828.41,4.0234,76369.0,13.07,19.91,0
TR-0182,2026-01-19,SKU-IVORY-001,SKU-GREEN-001,1L,4L,0.9,5,3,0.7,day,0,4.95,41563.55,2.6101,55006.01,15.37,11.68,0
TR-0183,2026-01-27,SKU-IVORY-001,SKU-GREEN-001,4L,4L,0.3,3,1,1.0,day,1,9.02,74901.47,1.4867,30523.55,4.12,6.26,0
TR-0185,2025-11-27,SKU-IVORY-001,SKU-GREEN-001,4L,4L,0.6,4,1,0.7,day,3,13.4,55351.06,2.3058,55292.75,2.75,11.03,0
TR-0186,2026-03-31,SKU-IVORY-001,SKU-GREEN-001,1L,1L,0.6,3,3,1.0,day,1,6.7,66886.23,1.5092,25934.64,4.23,7.99,0
TR-0187,2026-02-08,SKU-IVORY-001,SKU-GREEN-001,4L,1L,0.6,5,1,0.7,day,6,10.59,71022.22,2.5812,43398.55,14.37,12.8,0
TR-0188,2026-01-31,SKU-IVORY-001,SKU-GREEN-001,18L,4L,0.3,5,7,0.7,night,5,13.53,98804.98,2.3888,70359.13,18.32,13.25,0
TR-0189,2026-01-14,SKU-IVORY-001,SKU-GREEN-001,1L,1L,0.6,3,7,1.0,night,2,6.52,87002.07,1.7008,36686.61,5.85,5.49,0
TR-0190,2025-11-11,SKU-IVORY-001,SKU-GREEN-001,4L,4L,0.3,5,0,1.0,day,1,7.18,81759.6,1.4463,42231.36,5.88,5.24,0
TR-0192,2025-12-14,SKU-IVORY-001,SKU-BROWN-001,1L,4L,0.6,4,0,0.3,night,6,32.94,85596.04,4.2841,71560.49,16.01,21.97,0
TR-0193,2026-01-22,SKU-IVORY-001,SKU-BROWN-001,18L,4L,0.9,5,7,0.3,night,3,14.48,67861.25,4.6439,120063.09,15.24,21.08,0
TR-0194,2026-01-11,SKU-IVORY-001,SKU-BROWN-001,4L,18L,0.6,5,3,1.0,day,6,12.95,89846.54,2.0435,28602.01,12.95,6.08,0
TR-0195,2025-11-17,SKU-IVORY-001,SKU-BROWN-001,4L,1L,0.6,3,7,0.7,night,0,17.04,73676.39,2.6177,74623.56,13.17,14.87,0
TR-0197,2026-04-16,SKU-IVORY-001,SKU-BROWN-001,1L,18L,0.6,2,3,0.7,day,3,11.25,76068.77,3.06,70296.91,13.94,17.61,0
TR-0198,2025-12-30,SKU-IVORY-001,SKU-BROWN-001,4L,1L,0.3,2,1,0.7,day,1,22.44,95534.59,2.7629,57083.43,13.76,11.23,0
TR-0199,2026-02-17,SKU-IVORY-001,SKU-BROWN-001,4L,4L,0.3,5,0,1.0,day,1,14.29,93606.67,1.8807,31690.63,6.58,4.64,0
TR-0200,2026-04-14,SKU-IVORY-001,SKU-BROWN-001,18L,1L,0.9,2,1,0.7,night,1,9.77,59986.0,3.0516,47504.89,13.46,11.05,0
